name	type	primary	secondary	equipment	mechanics	level	force
See-Saw Press (Alternating Side Press)	Strength	Shoulders	"Abdominals,Triceps"	Dumbbell	Compound	Intermediate	Push
Shotgun Row	Strength	Lats	"Biceps,MiddleBack"	Cable	Compound	Beginner	Pull
Shoulder Circles	Stretching	Shoulders	Traps	None	N/A	Beginner	Pull
Shoulder Press - With Bands	Strength	Shoulders	Triceps	Bands	Compound	Beginner	Push
Shoulder Raise	Stretching	Shoulders	Lats	None	N/A	Beginner	Pull
Shoulder Stretch	Stretching	Shoulders	N/A	None	N/A	Beginner	Pull
Shoulder Tap	Strength	Abdominals	"Shoulders,Triceps"	None	Isolation	Beginner	N/A
Side Bridge	Strength	Abdominals	Shoulders	None	N/A	Beginner	Static
Side Hop-Sprint	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Side Jackknife	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Side Lateral Raise	Strength	Shoulders	N/A	Dumbbell	Isolation	Beginner	Push
Side Laterals to Front Raise	Strength	Shoulders	Traps	Dumbbell	Isolation	Beginner	Push
Side Leg Raises	Stretching	Adductors	N/A	None	N/A	Beginner	Pull
Side Lunge	Strength	Quadriceps	"Glutes,Hamstrings"	None	Compound	Beginner	Push
Side Lying Groin Stretch	Stretching	Adductors	Hamstrings	None	Isolation	Beginner	Static
Side Neck Stretch	Stretching	Neck	N/A	None	Isolation	Beginner	Static
Side Standing Long Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Side to Side Box Shuffle	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Side To Side Chins	Strength	Lats	"Biceps,Forearms,MiddleBack,Shoulders"	Other	Compound	Intermediate	Pull
Side To Side Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Side Wrist Pull	Stretching	Shoulders	"Forearms,Lats"	None	Isolation	Beginner	Static
Side-Lying Floor Stretch	Stretching	Lats	N/A	None	N/A	Beginner	Static
Single Arm Overhead Kettlebell Squat	Strength	Quadriceps	"Glutes,Hamstrings,LowerBack,Shoulders"	Kettlebells	Compound	Expert	Push
Single Dumbbell Raise	Strength	Shoulders	"Forearms,Traps"	Dumbbell	Isolation	Beginner	N/A
Single Leg Butt Kick	Plyometrics	Quadriceps	"Calves,Hamstrings"	None	Compound	Beginner	Push
Single Leg Deadlift	Strength	Hamstrings	"Glutes,LowerBack"	Kettlebells	Compound	Intermediate	Pull
Single Leg Glute Bridge	Strength	Glutes	Hamstrings	None	Isolation	Beginner	Push
Single Leg Push-off	Plyometrics	Quadriceps	"Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Arm Cable Crossover	Strength	Chest	N/A	Cable	Isolation	Beginner	Push
Single-Arm Dumbbell Overhead Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack,Shoulders"	Dumbbell	Compound	Intermediate	Push
Single-Arm Landmine Row	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Barbell	Compound	Intermediate	Pull
Single-Arm Linear Jammer	Strength	Shoulders	"Chest,Triceps"	Barbell	Compound	Intermediate	Push
Single-Arm Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Single-Cone Sprint Drill	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	N/A	Beginner	Push
Single-Leg Balance	Stretching	Hamstrings	N/A	None	Compound	Beginner	Pull
Single-Leg Box Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Expert	Push
Single-Leg High Box Squat	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Hop Progression	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Lateral Hop	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Single-Leg Leg Extension	Strength	Quadriceps	N/A	Machine	Isolation	Beginner	Push
Single-Leg Press	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Single-Leg Skater Squat	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Single-Leg Squat To Box	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Single-Leg Stride Jump	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Sit Squats	Stretching	Quadriceps	"Abductors,Glutes,Hamstrings"	None	N/A	Beginner	Push
Sit-Up	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Skating	Cardio	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Other	N/A	Intermediate	N/A
Skin The Cat To Push-Up	Strength	Abdominals	"Chest,Lats,Shoulders,Triceps"	Other	Compound	Expert	Pull
Sled Drag - Harness	Strongman	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Beginner	Push
Sled Overhead Backward Walk	Strength	Shoulders	"Calves,MiddleBack,Quadriceps"	Other	Compound	Beginner	Pull
Sled Overhead Triceps Extension	Strength	Triceps	N/A	Other	Isolation	Beginner	Push
Sled Push	Strongman	Quadriceps	"Calves,Chest,Glutes,Hamstrings,Triceps"	Other	Compound	Beginner	Push
Sled Reverse Flye	Strength	Shoulders	N/A	Other	Isolation	Beginner	Pull
Sled Row	Strength	MiddleBack	"Biceps,Lats"	Other	Compound	Beginner	Pull
Sledgehammer Swings	Plyometrics	Abdominals	"Calves,Forearms,Lats,MiddleBack,Shoulders"	Other	Compound	Beginner	Pull
Slide Jump Shot	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders"	None	Compound	Beginner	Push
Slow Jog	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	N/A
Smith Incline Shoulder Raise	Strength	Shoulders	Chest	Barbell	Isolation	Beginner	Push
Smith Machine Behind the Back Shrug	Strength	Traps	Shoulders	Machine	Isolation	Beginner	Pull
Smith Machine Bench Press	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	Push
Smith Machine Bent Over Row	Strength	MiddleBack	"Biceps,Lats,Shoulders"	Machine	Compound	Beginner	Pull
Smith Machine Calf Raise	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Smith Machine Close-Grip Bench Press	Strength	Triceps	"Chest,Shoulders"	Machine	Compound	Beginner	Push
Smith Machine Decline Press	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	N/A
Smith Machine Hang Power Clean	Strength	Hamstrings	"Glutes,LowerBack,Quadriceps,Shoulders,Traps"	Machine	Compound	Intermediate	Pull
Smith Machine Hip Raise	Strength	Abdominals	N/A	Machine	Isolation	Beginner	Pull
Smith Machine Incline Bench Press	Strength	Chest	"Shoulders,Triceps"	Machine	Compound	Beginner	Push
Smith Machine Leg Press	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Smith Machine One-Arm Upright Row	Strength	Shoulders	"Biceps,Traps"	Machine	Compound	Beginner	Pull
Smith Machine Overhead Shoulder Press	Strength	Shoulders	Triceps	Machine	Compound	Beginner	Push
Smith Machine Pistol Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Intermediate	Push
Smith Machine Reverse Calf Raises	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Smith Machine Shrug	Strength	Traps	"MiddleBack,Shoulders"	Machine	Isolation	Beginner	Pull
Smith Machine Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Machine	Compound	Beginner	Push
Smith Machine Stiff-Legged Deadlift	Strength	Hamstrings	"Glutes,LowerBack"	Machine	Compound	Beginner	Pull
Smith Machine Upright Row	Strength	Traps	"Biceps,MiddleBack,Shoulders"	Machine	Compound	Beginner	Pull
Smith Single-Leg Split Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Beginner	Push
Snatch	OlympicWeightlifting	Quadriceps	"Biceps,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Barbell	Compound	Intermediate	Pull
Snatch Balance	OlympicWeightlifting	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Snatch Deadlift	OlympicWeightlifting	Hamstrings	"Forearms,Glutes,Hamstrings,LowerBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Snatch from Blocks	OlympicWeightlifting	Quadriceps	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Barbell	Compound	Expert	Pull
Snatch Pull	Strength	Hamstrings	"Calves,Glutes,LowerBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Snatch Shrug	OlympicWeightlifting	Traps	"Forearms,Shoulders"	Barbell	Compound	Intermediate	Pull
Snatch-Grip Behind-The-Neck Overhead Press	Strength	Shoulders	Triceps	Barbell	Compound	Intermediate	Push
Speed Band Overhead Triceps	Strength	Triceps	N/A	Bands	Isolation	Beginner	Push
Speed Band Pushdown	Strength	Triceps	N/A	Bands	Isolation	Beginner	Push
Speed Box Squat	Powerlifting	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Intermediate	Push
Speed Squats	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Expert	Push
Spell Caster	Strength	Abdominals	"Glutes,Shoulders"	Dumbbell	Compound	Beginner	Pull
Spider Crawl	Strength	Abdominals	"Chest,Shoulders,Triceps"	None	Compound	Beginner	Pull
Spider Curl	Strength	Biceps	N/A	E-Z Curl Bar	Isolation	Beginner	Pull
Spinal Stretch	Stretching	MiddleBack	"Lats,LowerBack,Neck,Traps"	None	Isolation	Beginner	Static
Split Clean	OlympicWeightlifting	Quadriceps	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps"	Barbell	Compound	Intermediate	Pull
Split Jerk	OlympicWeightlifting	Quadriceps	"Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Split Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Split Snatch	OlympicWeightlifting	Hamstrings	"Calves,Forearms,Glutes,Hamstrings,LowerBack,Quadriceps,Shoulders,Traps,Triceps"	Barbell	Compound	Expert	Pull
Split Squat with Dumbbells	Strength	Quadriceps	"Glutes,Hamstrings"	Dumbbell	Compound	Beginner	Push
Split Squat With Kettlebells	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Kettlebells	Compound	Intermediate	Push
Split Squats	Stretching	Hamstrings	"Calves,Glutes,Quadriceps"	None	N/A	Intermediate	Push
Square Hop	Plyometrics	Quadriceps	"Calves,Hamstrings"	None	N/A	Beginner	Push
Squat Jerk	Strength	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders,Triceps"	Barbell	Compound	Expert	Push
Squat with Bands	Powerlifting	Quadriceps	"Adductors,Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Squat with Chains	Powerlifting	Quadriceps	"Adductors,Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Squat with Plate Movers	Strength	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Barbell	Compound	Intermediate	Push
Squats - With Bands	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Bands	Compound	Beginner	Push
Stability Ball Pike With Knee Tuck	Strength	Abdominals	N/A	Exercise Ball	Compound	Intermediate	Pull
Staggered Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Stairmaster	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Intermediate	N/A
Standing Alternating Dumbbell Press	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Barbell Calf Raise	Strength	Calves	N/A	Barbell	Isolation	Beginner	Push
Standing Barbell Press Behind Neck	Strength	Shoulders	Triceps	Barbell	Compound	Intermediate	Push
Standing Bent-Over One-Arm Dumbbell Triceps Extension	Strength	Triceps	Shoulders	Dumbbell	Isolation	Beginner	Push
Standing Bent-Over Two-Arm Dumbbell Triceps Extension	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Standing Biceps Cable Curl	Strength	Biceps	N/A	Cable	Isolation	Beginner	Pull
Standing Biceps Stretch	Stretching	Biceps	"Chest,Shoulders"	Other	Isolation	Beginner	Static
Standing Bradford Press	Strength	Shoulders	Triceps	Barbell	Compound	Beginner	Push
Standing Cable Chest Press	Strength	Chest	"Shoulders,Triceps"	Cable	Compound	Beginner	Push
Standing Cable Lift	Strength	Abdominals	Shoulders	Cable	Compound	Beginner	Pull
Standing Cable Wood Chop	Strength	Abdominals	Shoulders	Cable	Compound	Beginner	Pull
Standing Calf Raises	Strength	Calves	N/A	Machine	Isolation	Beginner	Push
Standing Concentration Curl	Strength	Biceps	Forearms	Dumbbell	Isolation	Beginner	Pull
Standing Dumbbell Calf Raise	Strength	Calves	N/A	Dumbbell	Isolation	Intermediate	Push
Standing Dumbbell Press	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Dumbbell Reverse Curl	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
Standing Dumbbell Straight-Arm Front Delt Raise Above Head	Strength	Shoulders	N/A	Dumbbell	Isolation	Intermediate	Push
Standing Dumbbell Triceps Extension	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Standing Dumbbell Upright Row	Strength	Traps	"Biceps,Shoulders"	Dumbbell	Compound	Beginner	Pull
Standing Elevated Quad Stretch	Stretching	Quadriceps	N/A	Other	N/A	Beginner	Static
Standing Front Barbell Raise Over Head	Strength	Shoulders	N/A	Barbell	Isolation	Intermediate	Push
Standing Gastrocnemius Calf Stretch	Stretching	Calves	Hamstrings	None	N/A	Beginner	Static
Standing Hamstring and Calf Stretch	Stretching	Hamstrings	N/A	Other	N/A	Beginner	Static
Standing Hip Circles	Stretching	Abductors	Adductors	None	Isolation	Beginner	Pull
Standing Hip Flexors	Stretching	Quadriceps	N/A	None	Isolation	Beginner	Static
Standing Inner-Biceps Curl	Strength	Biceps	N/A	Dumbbell	Isolation	Intermediate	Pull
Standing Lateral Stretch	Stretching	Abdominals	N/A	None	N/A	Beginner	Static
Standing Leg Curl	Strength	Hamstrings	N/A	Machine	Isolation	Beginner	Pull
Standing Long Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Standing Low-Pulley Deltoid Raise	Strength	Shoulders	Forearms	Cable	Isolation	Beginner	Push
Standing Low-Pulley One-Arm Triceps Extension	Strength	Triceps	"Chest,Shoulders"	Cable	Isolation	Intermediate	Push
Standing Military Press	Strength	Shoulders	Triceps	Barbell	Compound	Beginner	Push
Standing Olympic Plate Hand Squeeze	Strength	Forearms	Biceps	Other	Isolation	Beginner	Static
Standing One-Arm Cable Curl	Strength	Biceps	N/A	Cable	Isolation	Intermediate	Pull
Standing One-Arm Dumbbell Curl Over Incline Bench	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Standing One-Arm Dumbbell Triceps Extension	Strength	Triceps	"Chest,Shoulders"	Dumbbell	Isolation	Beginner	Push
Standing Overhead Barbell Triceps Extension	Strength	Triceps	Shoulders	Barbell	Isolation	Beginner	Push
Standing Palm-In One-Arm Dumbbell Press	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Palms-In Dumbbell Press	Strength	Shoulders	Triceps	Dumbbell	Compound	Intermediate	Push
Standing Palms-Up Barbell Behind The Back Wrist Curl	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Standing Pelvic Tilt	Stretching	LowerBack	Glutes	None	Isolation	Beginner	Static
Standing Rope Crunch	Strength	Abdominals	N/A	Cable	Isolation	Beginner	Pull
Standing Soleus And Achilles Stretch	Stretching	Calves	N/A	None	Isolation	Beginner	Static
Standing Toe Touches	Stretching	Hamstrings	Calves	None	N/A	Beginner	Static
Standing Towel Triceps Extension	Strength	Triceps	N/A	None	Isolation	Beginner	Push
Standing Two-Arm Overhead Throw	Plyometrics	Shoulders	"Chest,Lats"	Medicine Ball	Compound	Beginner	Pull
Star Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders"	None	Compound	Beginner	Push
Step	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Intermediate	N/A
Step-up with Knee Raise	Strength	Glutes	"Hamstrings,Quadriceps"	None	Compound	Beginner	Push
Stiff Leg Barbell Good Morning	Strength	LowerBack	"Glutes,Hamstrings"	Barbell	Compound	Beginner	Push
Stiff-Legged Barbell Deadlift	Strength	Hamstrings	"Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Stiff-Legged Deadlift	Strength	Hamstrings	"Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Stiff-Legged Dumbbell Deadlift	Strength	Hamstrings	"Glutes,LowerBack"	Dumbbell	Compound	Beginner	Pull
Stomach Vacuum	Stretching	Abdominals	N/A	None	Isolation	Beginner	Static
Straight Bar Bench Mid Rows	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Beginner	Pull
Straight Raises on Incline Bench	Strength	Shoulders	Traps	Barbell	Isolation	Beginner	Push
Straight-Arm Dumbbell Pullover	Strength	Chest	"Lats,Shoulders,Triceps"	Dumbbell	Compound	Intermediate	Pull
Straight-Arm Pulldown	Strength	Lats	N/A	Cable	Isolation	Beginner	Pull
Straight-Legged Hip Raise	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Stride Jump Crossover	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Suitcase Crunch	Strength	Abdominals	Abdominals	None	Compound	Beginner	Pull
Suitcase Dumbbell Carry	Strength	Forearms	"Abdominals,Glutes,Hamstrings,LowerBack,Quadriceps,Traps"	Dumbbell	Compound	Beginner	N/A
Sumo Deadlift	Powerlifting	Hamstrings	"Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Deadlift with Bands	Powerlifting	Hamstrings	"Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Deadlift with Chains	Powerlifting	Hamstrings	"Abductors,Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Squat Stretch	Stretching	Hamstrings	N/A	"Adductors,Calves,Glutes"	N/A	Beginner	Static
Superman	Stretching	LowerBack	"Glutes,Hamstrings"	None	Compound	Beginner	Static
Superman Push-Up	Plyometrics	Chest	"Shoulders,Triceps"	None	Compound	Expert	Push
Supine Chest Throw	Plyometrics	Triceps	"Chest,Shoulders"	Medicine Ball	Compound	Beginner	Push
Supine One-Arm Overhead Throw	Plyometrics	Abdominals	"Chest,Lats,Shoulders"	Medicine Ball	Compound	Beginner	Pull
Supine Two-Arm Overhead Throw	Plyometrics	Abdominals	"Chest,Lats,Shoulders"	Medicine Ball	Compound	Beginner	Pull
Suspended Back Fly	Strength	Shoulders	"MiddleBack,Triceps"	Other	Compound	Intermediate	Pull
Suspended Chest Fly	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Intermediate	Push
Suspended Crunch	Strength	Abdominals	Shoulders	None	Compound	Intermediate	Pull
Suspended Curl	Strength	Biceps	N/A	Other	Isolation	Intermediate	Pull
Suspended Fallout	Strength	Abdominals	"Chest,LowerBack,Shoulders"	Other	Isolation	Intermediate	Pull
Suspended Hip Thrust	Strength	Glutes	"Hamstrings,LowerBack"	Other	Compound	Beginner	Push
Suspended Leg Curl	Strength	Hamstrings	"Glutes,LowerBack"	Other	Compound	Intermediate	Pull
Suspended Pike	Strength	Abdominals	N/A	Shoulders	Compound	Intermediate	Pull
Suspended Push-Up	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Beginner	Push
Suspended Reverse Crunch	Strength	Abdominals	N/A	Other	Isolation	Beginner	Pull
Suspended Row	Strength	MiddleBack	"Biceps,Lats"	Other	Compound	Beginner	Pull
Suspended Split Squat	Strength	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Suspended Triceps Press	Strength	Triceps	"Abdominals,Shoulders"	Other	Isolation	Intermediate	Push
Svend Press	Strength	Chest	"Forearms,Shoulders"	Other	Compound	Beginner	Push
T-Bar Row	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Intermediate	Pull
T-Bar Row with Handle	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Beginner	Pull
Tall Muscle Snatch	OlympicWeightlifting	Shoulders	"LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Tate Press	Strength	Triceps	"Chest,Shoulders"	Dumbbell	Isolation	Intermediate	Push
The Straddle	Stretching	Hamstrings	"Adductors,Calves"	None	N/A	Beginner	Static
Thigh Abductor	Strength	Abductors	Glutes	Machine	Isolation	Beginner	Push
Thigh Adductor	Strength	Adductors	"Glutes,Hamstrings"	Machine	Isolation	Beginner	Pull
Tiger-Bend Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Tire Flip	Strongman	Quadriceps	"Calves,Chest,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Other	Compound	Intermediate	Pull
Toe Touchers	Stretching	Abdominals	N/A	None	Isolation	Beginner	Pull
Torso Rotation	Stretching	Abdominals	N/A	Exercise Ball	N/A	Beginner	Pull
Trail Running/Walking	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	N/A	Beginner	N/A
Trap Bar Deadlift	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Beginner	Pull
Trap Bar Jump	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Tricep Dumbbell Kickback	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Tricep Side Stretch	Stretching	Triceps	Shoulders	None	N/A	Beginner	Static
Triceps Overhead Extension with Rope	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Plank Extension	Strength	Triceps	Abdominals	Dumbbell	Compound	Beginner	Push
Triceps Pushdown	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Pushdown - Rope Attachment	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Pushdown - V-Bar Attachment	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Stretch	Stretching	Triceps	Lats	None	Isolation	Beginner	Static
Triple Clap Push-Up	Plyometrics	Chest	"Shoulders,Triceps"	None	Compound	Expert	Push
Tuck Crunch	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Two-Arm Dumbbell Preacher Curl	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Two-Arm Kettlebell Clean	Strength	Shoulders	"Calves,Glutes,Hamstrings,LowerBack,Traps"	Kettlebells	Compound	Intermediate	Pull
Two-Arm Kettlebell Jerk	Strength	Shoulders	"Calves,Quadriceps,Triceps"	Kettlebells	Compound	Intermediate	Push
Two-Arm Kettlebell Military Press	Strength	Shoulders	Triceps	Kettlebells	Compound	Intermediate	Push
Two-Arm Kettlebell Row	Strength	MiddleBack	"Biceps,Lats"	Kettlebells	Compound	Intermediate	Pull
Typewriter Push-Up	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Underhand Cable Pulldowns	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Beginner	Pull
Upper Back Stretch	Stretching	MiddleBack	MiddleBack	None	N/A	Beginner	Static
Upper Back-Leg Grab	Stretching	Hamstrings	"LowerBack,MiddleBack"	None	N/A	Beginner	Static
Upright Barbell Row	Strength	Shoulders	Traps	Barbell	Compound	Beginner	Pull
Upright Cable Row	Strength	Traps	Shoulders	Cable	Compound	Intermediate	Pull
Upright Row - With Bands	Strength	Traps	Shoulders	Bands	Compound	Beginner	Pull
Upward Stretch	Stretching	Shoulders	"Chest,Lats"	None	N/A	Beginner	Static
V-Bar Pulldown	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Intermediate	Pull
V-Bar Pullup	Strength	Lats	"Biceps,MiddleBack,Shoulders"	None	Compound	Beginner	Pull
V-Sit Dumbbell Triceps Extension	Strength	Triceps	Abdominals	Dumbbell	Compound	Intermediate	Push
V-Sit Lying Down Ball Throw And Catch	Strength	Abdominals	"Chest,Shoulders,Triceps"	Medicine Ball	Compound	Intermediate	Push
Vertical Mountain Climber	Cardio	Quadriceps	"Calves,Glutes,Hamstrings,Lats,Shoulders"	None	Compound	Beginner	Pull
Vertical Swing	Plyometrics	Hamstrings	"Glutes,Quadriceps,Shoulders"	Dumbbell	Compound	Beginner	Pull
Waiter's Carry	Strength	Abdominals	Shoulders	Other	Compound	Intermediate	Static
Walking High Knees	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Pull
Walking Lunge With Overhead Weight	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack,MiddleBack,Shoulders,Traps,Triceps"	Other	Compound	Intermediate	Push
Walk on Treadmill	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Beginner	N/A
Wall Ball Squat	Plyometrics	Quadriceps	"Abdominals,Calves,Glutes,Hamstrings,MiddleBack,Shoulders,Traps,Triceps"	Medicine Ball	Compound	Intermediate	Push
Wall Squat	Strength	Quadriceps	"Glutes,Hamstrings"	None	Compound	Beginner	Push
Wall Walk	Strength	Shoulders	"Abdominals,Triceps"	None	Compound	Intermediate	Push
Weighted Ball Hyperextension	Strength	LowerBack	"Glutes,Hamstrings,MiddleBack"	Exercise Ball	Compound	Intermediate	Pull
Weighted Ball Side Bend	Strength	Abdominals	N/A	Exercise Ball	Isolation	Intermediate	Pull
Weighted Bench Dip	Strength	Triceps	"Chest,Shoulders"	Other	Compound	Intermediate	Push
Weighted Crunches	Strength	Abdominals	N/A	Medicine Ball	Isolation	Beginner	Pull
Weighted Jump Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
Weighted Pull Ups	Strength	Lats	"Biceps,MiddleBack"	Other	Compound	Intermediate	Pull
Weighted Push-Up	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Intermediate	Push
Weighted Sissy Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Expert	Push
Weighted Sit-Ups - With Bands	Strength	Abdominals	N/A	Other	Isolation	Intermediate	Pull
Weighted Squat	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Weighted Suitcase Crunch	Strength	Abdominals	N/A	Medicine Ball	Compound	Intermediate	Pull
Wide Stance Stiff Legs	OlympicWeightlifting	Hamstrings	"Adductors,Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Wide-Grip Barbell Bench Press	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Wide-Grip Decline Barbell Bench Press	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Wide-Grip Decline Barbell Pullover	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Pull
Wide-Grip Lat Pulldown	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Beginner	Pull
Wide-Grip Pull-Up	Strength	Lats	"Biceps,MiddleBack"	None	Compound	Intermediate	Pull
